player1,year,round,winner,player2,winner1,winner2,error1,error2,total1,total2
Rafael Nadal,2004,Second,Rafael Nadal,Thierry Ascione,29,40,40,73,136,116
Rafael Nadal,2004,First,Rafael Nadal,Michal Tabara,21,10,25,34,82,50
Rafael Nadal,2005,Third,Rafael Nadal,Bobby Reynolds,23,15,18,46,86,52
Rafael Nadal,2005,Second,Rafael Nadal,Mikhail Youzhny,29,55,33,57,153,140
Rafael Nadal,2005,First,Rafael Nadal,Julien Benneteau,27,8,16,34,82,45
Rafael Nadal,2007,Fourth,Rafael Nadal,Andy Murray,53,64,32,67,166,149
Rafael Nadal,2007,Third,Rafael Nadal,Stanislas Wawrinka,21,25,19,32,99,62
Rafael Nadal,2007,Second,Rafael Nadal,Philipp Kohlschreiber,37,48,29,58,136,117
Rafael Nadal,2007,First,Rafael Nadal,Robert Kendrick,29,32,14,43,104,81
Rafael Nadal,2008,quarter,Rafael Nadal,Jarkko Nieminen,36,25,23,28,102,81
Rafael Nadal,2008,Fourth,Rafael Nadal,Paul-Henri Mathieu,14,12,9,15,43,23
Rafael Nadal,2008,Third,Rafael Nadal,Gilles Simon,27,38,22,48,109,86
Rafael Nadal,2008,Second,Rafael Nadal,Florent Serra,39,16,16,26,83,47
Rafael Nadal,2008,First,Rafael Nadal,Viktor Troicki,24,40,16,41,107,85
Rafael Nadal,2009,Final,Rafael Nadal,Roger Federer,50,71,41,64,173,174
Rafael Nadal,2009,semi,Rafael Nadal,Fernando Verdasco,52,95,25,76,193,192
Rafael Nadal,2009,quarter,Rafael Nadal,Gilles Simon,29,42,24,41,105,83
Rafael Nadal,2009,Fourth,Rafael Nadal,Fernando Gonzalez,33,22,11,35,96,66
Rafael Nadal,2009,Third,Rafael Nadal,Tommy Haas,53,25,8,25,98,62
Rafael Nadal,2009,Second,Rafael Nadal,Roko Karanusic,24,15,17,14,83,58
Rafael Nadal,2009,First,Rafael Nadal,Christophe Rochus,47,7,18,22,83,40
Rafael Nadal,2010,Fourth,Rafael Nadal,Ivo Karlovic,35,55,15,42,107,101
Rafael Nadal,2010,Third,Rafael Nadal,Philipp Kohlschreiber,36,41,38,58,137,129
Rafael Nadal,2010,Second,Rafael Nadal,Lukas Lacko,15,13,30,58,89,55
Rafael Nadal,2010,First,Rafael Nadal,Peter Luczak,35,29,16,38,113,82
Rafael Nadal,2011,Fourth,Rafael Nadal,Marin Cilic,26,32,21,48,103,82
Rafael Nadal,2011,Third,Rafael Nadal,Bernard Tomic,32,39,32,49,108,92
Rafael Nadal,2011,Second,Rafael Nadal,Ryan Sweeting,36,14,25,28,90,52
Rafael Nadal,2011,First,Rafael Nadal,Marcos Daniel,25,0,10,18,49,12
Rafael Nadal,2012,semi,Rafael Nadal,Roger Federer,36,46,34,63,146,130
Rafael Nadal,2012,quarter,Rafael Nadal,Tomas Berdych,57,66,30,56,157,147
Rafael Nadal,2012,Fourth,Rafael Nadal,Feliciano Lopez,20,26,14,52,105,75
Rafael Nadal,2012,Third,Rafael Nadal,Lukas Lacko,27,17,19,30,89,57
Rafael Nadal,2012,Second,Rafael Nadal,Tommy Haas,36,30,17,38,96,78
Rafael Nadal,2012,First,Rafael Nadal,Alex Kuznetsov,42,16,14,26,88,49
Rafael Nadal,2014,semi,Rafael Nadal,Roger Federer,28,34,25,50,105,86
Rafael Nadal,2014,quarter,Rafael Nadal,Grigor Dimitrov,42,54,47,61,147,132
Rafael Nadal,2014,Fourth,Rafael Nadal,Kei Nishikori,36,36,28,51,129,110
Rafael Nadal,2014,Third,Rafael Nadal,Gael Monfils,21,33,18,57,107,70
Rafael Nadal,2014,Second,Rafael Nadal,Thanasi Kokkinakis,39,21,19,24,91,61
Rafael Nadal,2014,First,Rafael Nadal,Bernard Tomic,13,13,5,7,30,24
Roger Federer,2004,Final,Roger Federer,Marat Safin,40,19,28,41,113,93
Roger Federer,2004,semi,Roger Federer,Juan Carlos Ferrero,34,21,22,19,88,66
Roger Federer,2004,quarter,Roger Federer,David Nalbandian,50,26,55,30,125,119
Roger Federer,2004,Fourth,Roger Federer,Lleyton Hewitt,53,17,41,29,123,107
Roger Federer,2004,Third,Roger Federer,Todd Reid,31,6,29,31,83,45
Roger Federer,2004,Second,Roger Federer,Jeff Morrison,32,31,15,14,100,77
Roger Federer,2004,First,Roger Federer,Alex Jr. Bogomolov,42,9,25,22,90,59
Roger Federer,2005,quarter,Roger Federer,Andre Agassi,46,13,31,20,99,79
Roger Federer,2005,Fourth,Roger Federer,Marcos Baghdatis,36,25,23,25,101,73
Roger Federer,2005,Third,Roger Federer,Jarkko Nieminen,19,14,19,15,62,43
Roger Federer,2005,Second,Roger Federer,Takao Suzuki,50,29,10,11,107,82
Roger Federer,2005,First,Roger Federer,Fabrice Santoro,54,9,23,20,100,66
Roger Federer,2006,Final,Roger Federer,Marcos Baghdatis,50,34,48,48,142,116
Roger Federer,2006,semi,Roger Federer,Nicolas Kiefer,39,33,33,53,129,99
Roger Federer,2006,quarter,Roger Federer,Nikolay Davydenko,46,30,52,48,144,139
Roger Federer,2006,Fourth,Roger Federer,Tommy Haas,66,31,58,36,143,127
Roger Federer,2006,Third,Roger Federer,Max Mirnyi,48,22,10,25,104,74
Roger Federer,2006,Second,Roger Federer,Florian Mayer,38,20,18,21,87,56
Roger Federer,2006,First,Roger Federer,Denis Istomin,20,15,19,39,91,59
Roger Federer,2007,Final,Roger Federer,Fernando Gonzalez,45,31,19,28,120,93
Roger Federer,2007,semi,Roger Federer,Andy Roddick,45,11,12,18,83,45
Roger Federer,2007,quarter,Roger Federer,Tommy Robredo,42,17,31,28,119,94
Roger Federer,2007,Fourth,Roger Federer,Novak Djokovic,51,17,26,33,105,76
Roger Federer,2007,Third,Roger Federer,Mikhail Youzhny,40,25,33,27,109,92
Roger Federer,2007,Second,Roger Federer,Jonas Bjorkman,38,19,19,27,93,59
Roger Federer,2007,First,Roger Federer,Bjorn Phau,29,16,29,32,111,75
Roger Federer,2008,quarter,Roger Federer,James Blake,46,38,24,33,115,97
Roger Federer,2008,Fourth,Roger Federer,Tomas Berdych,45,32,17,27,105,85
Roger Federer,2008,Third,Roger Federer,Janko Tipsarevic,96,52,64,47,202,173
Roger Federer,2008,Second,Roger Federer,Fabrice Santoro,53,11,18,4,87,43
Roger Federer,2008,First,Roger Federer,Diego Hartfield,38,11,14,20,85,42
Roger Federer,2009,semi,Roger Federer,Andy Roddick,51,38,15,18,105,85
Roger Federer,2009,quarter,Roger Federer,Juan Martin Del Potro,38,8,9,24,83,36
Roger Federer,2009,Fourth,Roger Federer,Tomas Berdych,61,58,40,42,159,151
Roger Federer,2009,Third,Roger Federer,Marat Safin,26,33,28,33,103,76
Roger Federer,2009,Second,Roger Federer,Evgeny Korolev,25,26,15,44,89,59
Roger Federer,2009,First,Roger Federer,Andreas Seppi,45,28,43,45,122,102
Roger Federer,2010,Final,Roger Federer,Andy Murray,46,29,42,36,116,100
Roger Federer,2010,semi,Roger Federer,Jo-Wilfried Tsonga,33,21,13,27,85,54
Roger Federer,2010,quarter,Roger Federer,Nikolay Davydenko,35,35,43,50,125,104
Roger Federer,2010,Fourth,Roger Federer,Lleyton Hewitt,49,18,27,18,102,77
Roger Federer,2010,Third,Roger Federer,Albert Montanes,36,18,39,33,96,74
Roger Federer,2010,Second,Roger Federer,Victor Hanescu,52,20,18,26,96,64
Roger Federer,2010,First,Roger Federer,Igor Andreev,29,26,38,55,135,103
Roger Federer,2011,quarter,Roger Federer,Stanislas Wawrinka,29,21,24,30,90,66
Roger Federer,2011,Fourth,Roger Federer,Tommy Robredo,50,28,40,21,117,97
Roger Federer,2011,Third,Roger Federer,Xavier Malisse,36,16,36,30,98,70
Roger Federer,2011,Second,Roger Federer,Gilles Simon,51,44,53,40,151,130
Roger Federer,2011,First,Roger Federer,Lukas Lacko,37,11,18,27,91,51
Roger Federer,2012,quarter,Roger Federer,Juan Martin Del Potro,38,20,22,27,96,68
Roger Federer,2012,Fourth,Roger Federer,Bernard Tomic,45,13,28,32,101,70
Roger Federer,2012,Third,Roger Federer,Ivo Karlovic,55,40,13,35,120,98
Roger Federer,2012,First,Roger Federer,Alexander Kudryavtsev,43,21,33,42,106,70
Roger Federer,2013,quarter,Roger Federer,Jo-Wilfried Tsonga,49,66,47,61,169,164
Roger Federer,2013,Fourth,Roger Federer,Milos Raonic,34,37,12,41,101,73
Roger Federer,2013,Third,Roger Federer,Bernard Tomic,46,42,20,41,120,96
Roger Federer,2013,Second,Roger Federer,Nikolay Davydenko,35,17,42,39,111,86
Roger Federer,2013,First,Roger Federer,Benoit Paire,25,21,18,27,95,63
Roger Federer,2014,quarter,Roger Federer,Andy Murray,54,41,42,46,147,121
Roger Federer,2014,Fourth,Roger Federer,Jo-Wilfried Tsonga,43,29,21,28,100,72
Roger Federer,2014,Third,Roger Federer,Teimuraz Gabashvili,35,27,18,33,98,66
Roger Federer,2014,Second,Roger Federer,Blaz Kavcic,52,14,35,21,103,72
Roger Federer,2014,First,Roger Federer,James Duckworth,30,34,17,38,96,74
Fernando Verdasco,2005,First,Fernando Verdasco,Gilles Muller,29,19,15,35,92,62
Fernando Verdasco,2006,First,Fernando Verdasco,Kenneth Carlsen,33,32,30,43,116,101
Fernando Verdasco,2007,First,Fernando Verdasco,Paul-Henri Mathieu,50,35,61,44,120,127
Fernando Verdasco,2008,First,Fernando Verdasco,Thierry Ascione,NA,NA,NA,NA,95,65
Fernando Verdasco,2009,quarter,Fernando Verdasco,Jo-Wilfried Tsonga,36,46,29,40,129,114
Fernando Verdasco,2009,Fourth,Fernando Verdasco,Andy Murray,51,52,50,40,137,138
Fernando Verdasco,2009,Third,Fernando Verdasco,Radek Stepanek,34,23,15,39,99,55
Fernando Verdasco,2009,Second,Fernando Verdasco,Arnaud Clement,28,12,12,31,90,45
Fernando Verdasco,2009,First,Fernando Verdasco,Adrian Mannarino,24,12,18,43,86,45
Fernando Verdasco,2010,Third,Fernando Verdasco,Stefan Koubek,5,2,6,12,24,9
Fernando Verdasco,2010,Second,Fernando Verdasco,Ivan Sergeyev,38,16,32,47,101,64
Fernando Verdasco,2010,First,Fernando Verdasco,Carsten Ball,37,62,28,63,161,138
Fernando Verdasco,2011,Third,Fernando Verdasco,Kei Nishikori,36,15,30,27,94,70
Fernando Verdasco,2011,Second,Fernando Verdasco,Janko Tipsarevic,68,51,65,48,161,144
Fernando Verdasco,2011,First,Fernando Verdasco,Rainer Schuettler,33,27,18,35,94,63
Fernando Verdasco,2013,Second,Fernando Verdasco,Xavier Malisse,31,14,30,45,99,66
Fernando Verdasco,2013,First,Fernando Verdasco,David Goffin,45,28,58,54,142,128
Fernando Verdasco,2014,First,Fernando Verdasco,Ze Zhang,44,20,40,48,125,101
Andy Roddick,2004,Fourth,Andy Roddick,Sjeng Schalken,27,11,19,31,83,50
Andy Roddick,2004,Third,Andy Roddick,Taylor Dent,30,13,11,26,84,45
Andy Roddick,2004,Second,Andy Roddick,Bohdan Ulihrach,34,19,16,30,88,54
Andy Roddick,2004,First,Andy Roddick,Fernando Gonzalez,38,43,28,42,120,99
Andy Roddick,2005,quarter,Andy Roddick,Nikolay Davydenko,29,25,23,32,88,65
Andy Roddick,2005,Fourth,Andy Roddick,Philipp Kohlschreiber,28,18,25,26,94,69
Andy Roddick,2005,Third,Andy Roddick,Jurgen Melzer,41,30,12,33,103,67
Andy Roddick,2005,Second,Andy Roddick,Greg Rusedski,49,37,8,20,106,71
Andy Roddick,2005,First,Andy Roddick,Irakli Labadze,30,22,19,38,96,56
Andy Roddick,2006,Third,Andy Roddick,Julien Benneteau,28,13,16,31,81,40
Andy Roddick,2006,Second,Andy Roddick,Wesley Moodie,30,36,9,25,92,71
Andy Roddick,2006,First,Andy Roddick,Michael Lammer,29,19,23,26,91,62
Andy Roddick,2007,quarter,Andy Roddick,Mardy Fish,25,28,2,26,85,46
Andy Roddick,2007,Fourth,Andy Roddick,Mario Ancic,52,60,19,33,134,129
Andy Roddick,2007,Third,Andy Roddick,Marat Safin,47,52,33,39,135,128
Andy Roddick,2007,Second,Andy Roddick,Marc Gicquel,45,35,22,19,100,83
Andy Roddick,2007,First,Andy Roddick,Jo-Wilfried Tsonga,41,62,25,46,151,131
Andy Roddick,2008,Second,Andy Roddick,Michael Berrer,34,34,12,45,103,73
Andy Roddick,2008,First,Andy Roddick,Lukas Dlouhy,28,33,11,44,101,76
Andy Roddick,2009,quarter,Andy Roddick,Novak Djokovic,43,43,14,39,114,88
Andy Roddick,2009,Fourth,Andy Roddick,Tommy Robredo,34,20,27,24,91,67
Andy Roddick,2009,Third,Andy Roddick,Fabrice Santoro,50,20,19,12,90,62
Andy Roddick,2009,Second,Andy Roddick,Xavier Malisse,45,44,27,50,128,101
Andy Roddick,2009,First,Andy Roddick,Bjorn Rehnquist,17,22,10,37,83,45
Andy Roddick,2010,Fourth,Andy Roddick,Fernando Gonzalez,68,83,17,49,159,141
Andy Roddick,2010,Third,Andy Roddick,Feliciano Lopez,54,71,21,60,158,137
Andy Roddick,2010,Second,Andy Roddick,Thomaz Bellucci,27,35,13,43,102,75
Andy Roddick,2010,First,Andy Roddick,Thiemo de Bakker,25,43,23,42,100,79
Andy Roddick,2011,Third,Andy Roddick,Robin Haase,51,54,22,32,123,99
Andy Roddick,2011,Second,Andy Roddick,Igor Kunitsyn,31,31,16,33,99,74
Andy Roddick,2011,First,Andy Roddick,Jan Hajek,31,18,23,37,91,57
Andy Roddick,2012,First,Andy Roddick,Robin Haase,35,30,20,32,91,63
Jo-Wilfried Tsonga,2008,semi,Jo-Wilfried Tsonga,Rafael Nadal,49,13,27,12,89,57
Jo-Wilfried Tsonga,2008,quarter,Jo-Wilfried Tsonga,Mikhail Youzhny,35,29,32,33,110,82
Jo-Wilfried Tsonga,2008,Fourth,Jo-Wilfried Tsonga,Richard Gasquet,75,49,43,40,154,131
Jo-Wilfried Tsonga,2008,Third,Jo-Wilfried Tsonga,Guillermo Garcia-Lopez,46,20,28,25,91,64
Jo-Wilfried Tsonga,2008,Second,Jo-Wilfried Tsonga,Sam Warburg,54,22,19,25,113,87
Jo-Wilfried Tsonga,2008,First,Jo-Wilfried Tsonga,Andy Murray,57,38,61,27,135,137
Jo-Wilfried Tsonga,2009,Fourth,Jo-Wilfried Tsonga,James Blake,46,32,31,27,111,97
Jo-Wilfried Tsonga,2009,Third,Jo-Wilfried Tsonga,Dudi Sela,36,19,36,25,110,93
Jo-Wilfried Tsonga,2009,Second,Jo-Wilfried Tsonga,Ivan Ljubicic,71,61,37,40,146,137
Jo-Wilfried Tsonga,2009,First,Jo-Wilfried Tsonga,Juan Monaco,27,11,30,27,86,54
Jo-Wilfried Tsonga,2010,quarter,Jo-Wilfried Tsonga,Novak Djokovic,54,41,55,55,158,155
Jo-Wilfried Tsonga,2010,Fourth,Jo-Wilfried Tsonga,Nicolas Almagro,77,46,42,40,174,160
Jo-Wilfried Tsonga,2010,Third,Jo-Wilfried Tsonga,Tommy Haas,47,32,29,38,116,100
Jo-Wilfried Tsonga,2010,Second,Jo-Wilfried Tsonga,Taylor Dent,42,25,10,33,91,67
Jo-Wilfried Tsonga,2010,First,Jo-Wilfried Tsonga,Sergiy Stakhovsky,33,26,24,41,104,78
Jo-Wilfried Tsonga,2011,Second,Jo-Wilfried Tsonga,Andreas Seppi,46,25,47,29,115,102
Jo-Wilfried Tsonga,2011,First,Jo-Wilfried Tsonga,Philipp Petzschner,49,57,46,48,153,142
Jo-Wilfried Tsonga,2012,Third,Jo-Wilfried Tsonga,Frederico Gil,35,13,20,20,85,53
Jo-Wilfried Tsonga,2012,Second,Jo-Wilfried Tsonga,Ricardo Mello,54,18,44,19,102,86
Jo-Wilfried Tsonga,2012,First,Jo-Wilfried Tsonga,Denis Istomin,44,31,45,49,120,112
Jo-Wilfried Tsonga,2013,Fourth,Jo-Wilfried Tsonga,Richard Gasquet,37,32,36,31,109,99
Jo-Wilfried Tsonga,2013,Third,Jo-Wilfried Tsonga,Blaz Kavcic,45,8,24,23,89,54
Jo-Wilfried Tsonga,2013,Second,Jo-Wilfried Tsonga,Go Soeda,44,20,33,26,98,80
Jo-Wilfried Tsonga,2013,First,Jo-Wilfried Tsonga,Michael Llodra,38,20,18,28,96,74
Jo-Wilfried Tsonga,2014,Third,Jo-Wilfried Tsonga,Gilles Simon,40,21,29,25,94,79
Jo-Wilfried Tsonga,2014,Second,Jo-Wilfried Tsonga,Thomaz Bellucci,47,19,28,29,110,88
Jo-Wilfried Tsonga,2014,First,Jo-Wilfried Tsonga,Filippo Volandri,36,28,25,39,104,77
Gilles Simon,2006,Second,Gilles Simon,Tomas Berdych,45,33,38,56,135,106
Gilles Simon,2006,First,Gilles Simon,Nicolas Massu,61,44,65,73,180,172
Gilles Simon,2008,Second,Gilles Simon,Rainer Schuettler,NA,NA,NA,NA,86,59
Gilles Simon,2008,First,Gilles Simon,Bobby Reynolds,NA,NA,NA,NA,179,168
Gilles Simon,2009,Fourth,Gilles Simon,Gael Monfils,29,21,36,31,89,78
Gilles Simon,2009,Third,Gilles Simon,Mario Ancic,36,29,35,49,115,99
Gilles Simon,2009,Second,Gilles Simon,Chris Guccione,53,41,15,37,132,107
Gilles Simon,2009,First,Gilles Simon,Pablo Andujar,42,16,35,39,108,82
Gilles Simon,2011,First,Gilles Simon,Yen-Hsun Lu,47,43,35,63,138,113
Gilles Simon,2012,First,Gilles Simon,Danai Udomchoke,53,31,51,54,150,121
Gilles Simon,2013,Third,Gilles Simon,Gael Monfils,45,49,84,94,169,179
Gilles Simon,2013,Second,Gilles Simon,Jesse Levine,46,39,55,67,135,121
Gilles Simon,2013,First,Gilles Simon,Filippo Volandri,29,21,35,53,109,86
Gilles Simon,2014,Second,Gilles Simon,Marin Cilic,7,15,8,7,171,156
Juan Martin Del Potro,2007,First,Juan Martin Del Potro,Alessio di Mauro,37,19,23,34,88,54
Juan Martin Del Potro,2008,First,Juan Martin Del Potro,Santiago Ventura,NA,NA,NA,NA,92,62
Juan Martin Del Potro,2009,Fourth,Juan Martin Del Potro,Marin Cilic,27,48,45,64,133,119
Juan Martin Del Potro,2009,Third,Juan Martin Del Potro,Gilles Muller,62,71,25,62,168,137
Juan Martin Del Potro,2009,Second,Juan Martin Del Potro,Florian Mayer,41,12,30,19,92,66
Juan Martin Del Potro,2009,First,Juan Martin Del Potro,Mischa Zverev,49,21,23,25,104,75
Juan Martin Del Potro,2010,Third,Juan Martin Del Potro,Florian Mayer,45,34,46,24,118,117
Juan Martin Del Potro,2010,Second,Juan Martin Del Potro,James Blake,69,81,60,60,205,200
Juan Martin Del Potro,2010,First,Juan Martin Del Potro,Michael Russell,49,29,61,54,124,116
Juan Martin Del Potro,2011,First,Juan Martin Del Potro,Dudi Sela,47,25,52,27,108,100
Juan Martin Del Potro,2012,Fourth,Juan Martin Del Potro,Philipp Kohlschreiber,31,28,14,29,95,61
Juan Martin Del Potro,2012,Third,Juan Martin Del Potro,Yen-Hsun Lu,17,18,13,40,79,48
Juan Martin Del Potro,2012,Second,Juan Martin Del Potro,Blaz Kavcic,41,22,35,38,109,86
Juan Martin Del Potro,2012,First,Juan Martin Del Potro,Adrian Mannarino,35,44,39,49,125,114
Juan Martin Del Potro,2013,Second,Juan Martin Del Potro,Benjamin Becker,50,33,18,23,93,61
Juan Martin Del Potro,2013,First,Juan Martin Del Potro,Adrian Mannarino,24,20,8,35,80,39
Juan Martin Del Potro,2014,First,Juan Martin Del Potro,Rhyne Williams,46,55,29,39,122,107
Novak Djokovic,2007,Third,Novak Djokovic,Danai Udomchoke,59,25,55,32,131,111
Novak Djokovic,2007,Second,Novak Djokovic,Feliciano Lopez,24,24,19,36,103,73
Novak Djokovic,2007,First,Novak Djokovic,Nicolas Massu,36,11,15,20,84,44
Novak Djokovic,2008,Final,Novak Djokovic,Jo-Wilfried Tsonga,46,44,35,41,136,122
Novak Djokovic,2008,semi,Novak Djokovic,Roger Federer,50,38,32,32,118,104
Novak Djokovic,2008,quarter,Novak Djokovic,David Ferrer,34,23,32,33,107,77
